timestamp_epoch,timestamp_data_hora,seq,byte_hex,byte_bin_msb,byte_bin_lsb_temporal,uart_frame_reconstruido
1776104472.424434,13/04/2026 15:21:12,1040,FE,11111110,01111111,0 01111111 1
1776104482.437103,13/04/2026 15:21:22,1041,00,00000000,00000000,0 00000000 1
1776104482.437284,13/04/2026 15:21:22,1042,18,00011000,00011000,0 00011000 1
1776104482.437356,13/04/2026 15:21:22,1043,E0,11100000,00000111,0 00000111 1
1776104482.437495,13/04/2026 15:21:22,1044,18,00011000,00011000,0 00011000 1
1776104482.437609,13/04/2026 15:21:22,1045,E0,11100000,00000111,0 00000111 1
1776104482.437702,13/04/2026 15:21:22,1046,98,10011000,00011001,0 00011001 1
1776104482.437779,13/04/2026 15:21:22,1047,E0,11100000,00000111,0 00000111 1
1776104482.437841,13/04/2026 15:21:22,1048,98,10011000,00011001,0 00011001 1
1776104482.437907,13/04/2026 15:21:22,1049,E0,11100000,00000111,0 00000111 1
1776104482.437967,13/04/2026 15:21:22,1050,18,00011000,00011000,0 00011000 1
1776104482.438026,13/04/2026 15:21:22,1051,E0,11100000,00000111,0 00000111 1
1776104482.438082,13/04/2026 15:21:22,1052,18,00011000,00011000,0 00011000 1
1776104482.438136,13/04/2026 15:21:22,1053,E0,11100000,00000111,0 00000111 1
1776104482.438188,13/04/2026 15:21:22,1054,18,00011000,00011000,0 00011000 1
1776104482.438240,13/04/2026 15:21:22,1055,E0,11100000,00000111,0 00000111 1
1776104482.438299,13/04/2026 15:21:22,1056,98,10011000,00011001,0 00011001 1
1776104482.444699,13/04/2026 15:21:22,1057,1E,00011110,01111000,0 01111000 1
1776104482.444933,13/04/2026 15:21:22,1058,18,00011000,00011000,0 00011000 1
1776104482.445013,13/04/2026 15:21:22,1059,06,00000110,01100000,0 01100000 1
1776104482.445072,13/04/2026 15:21:22,1060,FE,11111110,01111111,0 01111111 1
1776104492.457455,13/04/2026 15:21:32,1061,00,00000000,00000000,0 00000000 1
1776104492.457712,13/04/2026 15:21:32,1062,18,00011000,00011000,0 00011000 1
1776104492.457896,13/04/2026 15:21:32,1063,E0,11100000,00000111,0 00000111 1
1776104492.458057,13/04/2026 15:21:32,1064,18,00011000,00011000,0 00011000 1
1776104492.458209,13/04/2026 15:21:32,1065,E0,11100000,00000111,0 00000111 1
1776104492.458286,13/04/2026 15:21:32,1066,98,10011000,00011001,0 00011001 1
1776104492.458338,13/04/2026 15:21:32,1067,E0,11100000,00000111,0 00000111 1
1776104492.458383,13/04/2026 15:21:32,1068,98,10011000,00011001,0 00011001 1
1776104492.458425,13/04/2026 15:21:32,1069,E0,11100000,00000111,0 00000111 1
1776104492.458470,13/04/2026 15:21:32,1070,18,00011000,00011000,0 00011000 1
1776104492.458515,13/04/2026 15:21:32,1071,E0,11100000,00000111,0 00000111 1
1776104492.458553,13/04/2026 15:21:32,1072,18,00011000,00011000,0 00011000 1
1776104492.458592,13/04/2026 15:21:32,1073,E0,11100000,00000111,0 00000111 1
1776104492.458631,13/04/2026 15:21:32,1074,18,00011000,00011000,0 00011000 1
1776104492.458670,13/04/2026 15:21:32,1075,E0,11100000,00000111,0 00000111 1
1776104492.458708,13/04/2026 15:21:32,1076,98,10011000,00011001,0 00011001 1
1776104492.465087,13/04/2026 15:21:32,1077,1E,00011110,01111000,0 01111000 1
1776104492.465196,13/04/2026 15:21:32,1078,18,00011000,00011000,0 00011000 1
1776104492.465254,13/04/2026 15:21:32,1079,06,00000110,01100000,0 01100000 1
1776104492.465305,13/04/2026 15:21:32,1080,FE,11111110,01111111,0 01111111 1
1776104502.477890,13/04/2026 15:21:42,1081,00,00000000,00000000,0 00000000 1
1776104502.478141,13/04/2026 15:21:42,1082,18,00011000,00011000,0 00011000 1
1776104502.478310,13/04/2026 15:21:42,1083,E0,11100000,00000111,0 00000111 1
1776104502.478457,13/04/2026 15:21:42,1084,18,00011000,00011000,0 00011000 1
1776104502.478566,13/04/2026 15:21:42,1085,E0,11100000,00000111,0 00000111 1
1776104502.478632,13/04/2026 15:21:42,1086,98,10011000,00011001,0 00011001 1
1776104502.478687,13/04/2026 15:21:42,1087,E0,11100000,00000111,0 00000111 1
1776104502.478739,13/04/2026 15:21:42,1088,98,10011000,00011001,0 00011001 1
1776104502.478786,13/04/2026 15:21:42,1089,E0,11100000,00000111,0 00000111 1
1776104502.478831,13/04/2026 15:21:42,1090,18,00011000,00011000,0 00011000 1
1776104502.478876,13/04/2026 15:21:42,1091,E0,11100000,00000111,0 00000111 1
1776104502.478929,13/04/2026 15:21:42,1092,18,00011000,00011000,0 00011000 1
1776104502.478974,13/04/2026 15:21:42,1093,E0,11100000,00000111,0 00000111 1
1776104502.479014,13/04/2026 15:21:42,1094,18,00011000,00011000,0 00011000 1
1776104502.479056,13/04/2026 15:21:42,1095,E0,11100000,00000111,0 00000111 1
1776104502.479096,13/04/2026 15:21:42,1096,98,10011000,00011001,0 00011001 1
1776104502.485520,13/04/2026 15:21:42,1097,1E,00011110,01111000,0 01111000 1
1776104502.485630,13/04/2026 15:21:42,1098,18,00011000,00011000,0 00011000 1
1776104502.485687,13/04/2026 15:21:42,1099,06,00000110,01100000,0 01100000 1
1776104502.485740,13/04/2026 15:21:42,1100,FE,11111110,01111111,0 01111111 1
1776104512.498336,13/04/2026 15:21:52,1101,00,00000000,00000000,0 00000000 1
1776104512.498521,13/04/2026 15:21:52,1102,18,00011000,00011000,0 00011000 1
1776104512.498614,13/04/2026 15:21:52,1103,E0,11100000,00000111,0 00000111 1
1776104512.498681,13/04/2026 15:21:52,1104,18,00011000,00011000,0 00011000 1
1776104512.498742,13/04/2026 15:21:52,1105,E0,11100000,00000111,0 00000111 1
1776104512.498804,13/04/2026 15:21:52,1106,98,10011000,00011001,0 00011001 1
1776104512.498864,13/04/2026 15:21:52,1107,E0,11100000,00000111,0 00000111 1
1776104512.498920,13/04/2026 15:21:52,1108,98,10011000,00011001,0 00011001 1
1776104512.498990,13/04/2026 15:21:52,1109,E0,11100000,00000111,0 00000111 1
1776104512.499054,13/04/2026 15:21:52,1110,18,00011000,00011000,0 00011000 1
1776104512.499114,13/04/2026 15:21:52,1111,E0,11100000,00000111,0 00000111 1
1776104512.499176,13/04/2026 15:21:52,1112,18,00011000,00011000,0 00011000 1
1776104512.499236,13/04/2026 15:21:52,1113,E0,11100000,00000111,0 00000111 1
1776104512.499294,13/04/2026 15:21:52,1114,18,00011000,00011000,0 00011000 1
1776104512.499355,13/04/2026 15:21:52,1115,E0,11100000,00000111,0 00000111 1
1776104512.499414,13/04/2026 15:21:52,1116,98,10011000,00011001,0 00011001 1
1776104512.505961,13/04/2026 15:21:52,1117,1E,00011110,01111000,0 01111000 1
1776104512.506067,13/04/2026 15:21:52,1118,18,00011000,00011000,0 00011000 1
1776104512.506120,13/04/2026 15:21:52,1119,06,00000110,01100000,0 01100000 1
1776104512.506170,13/04/2026 15:21:52,1120,FE,11111110,01111111,0 01111111 1
1776104522.518769,13/04/2026 15:22:02,1121,00,00000000,00000000,0 00000000 1
1776104522.518955,13/04/2026 15:22:02,1122,18,00011000,00011000,0 00011000 1
1776104522.519051,13/04/2026 15:22:02,1123,E0,11100000,00000111,0 00000111 1
1776104522.519120,13/04/2026 15:22:02,1124,18,00011000,00011000,0 00011000 1
1776104522.519181,13/04/2026 15:22:02,1125,E0,11100000,00000111,0 00000111 1
1776104522.519240,13/04/2026 15:22:02,1126,98,10011000,00011001,0 00011001 1
1776104522.519301,13/04/2026 15:22:02,1127,E0,11100000,00000111,0 00000111 1
1776104522.519364,13/04/2026 15:22:02,1128,98,10011000,00011001,0 00011001 1
1776104522.519437,13/04/2026 15:22:02,1129,E0,11100000,00000111,0 00000111 1
1776104522.519499,13/04/2026 15:22:02,1130,18,00011000,00011000,0 00011000 1
1776104522.519559,13/04/2026 15:22:02,1131,E0,11100000,00000111,0 00000111 1
1776104522.519619,13/04/2026 15:22:02,1132,18,00011000,00011000,0 00011000 1
1776104522.519676,13/04/2026 15:22:02,1133,E0,11100000,00000111,0 00000111 1
1776104522.519731,13/04/2026 15:22:02,1134,18,00011000,00011000,0 00011000 1
1776104522.519814,13/04/2026 15:22:02,1135,E0,11100000,00000111,0 00000111 1
1776104522.519885,13/04/2026 15:22:02,1136,98,10011000,00011001,0 00011001 1
1776104522.526397,13/04/2026 15:22:02,1137,1E,00011110,01111000,0 01111000 1
1776104522.526499,13/04/2026 15:22:02,1138,18,00011000,00011000,0 00011000 1
1776104522.526554,13/04/2026 15:22:02,1139,06,00000110,01100000,0 01100000 1
1776104522.526607,13/04/2026 15:22:02,1140,FE,11111110,01111111,0 01111111 1
1776104532.539212,13/04/2026 15:22:12,1141,00,00000000,00000000,0 00000000 1
1776104532.539398,13/04/2026 15:22:12,1142,18,00011000,00011000,0 00011000 1
1776104532.539621,13/04/2026 15:22:12,1143,E0,11100000,00000111,0 00000111 1
1776104532.539757,13/04/2026 15:22:12,1144,18,00011000,00011000,0 00011000 1
1776104532.539860,13/04/2026 15:22:12,1145,E0,11100000,00000111,0 00000111 1
1776104532.539939,13/04/2026 15:22:12,1146,98,10011000,00011001,0 00011001 1
1776104532.540006,13/04/2026 15:22:12,1147,E0,11100000,00000111,0 00000111 1
1776104532.540066,13/04/2026 15:22:12,1148,98,10011000,00011001,0 00011001 1
1776104532.540127,13/04/2026 15:22:12,1149,E0,11100000,00000111,0 00000111 1
1776104532.540186,13/04/2026 15:22:12,1150,18,00011000,00011000,0 00011000 1
1776104532.540253,13/04/2026 15:22:12,1151,E0,11100000,00000111,0 00000111 1
1776104532.540318,13/04/2026 15:22:12,1152,18,00011000,00011000,0 00011000 1
1776104532.540370,13/04/2026 15:22:12,1153,E0,11100000,00000111,0 00000111 1
1776104532.540420,13/04/2026 15:22:12,1154,18,00011000,00011000,0 00011000 1
1776104532.540471,13/04/2026 15:22:12,1155,E0,11100000,00000111,0 00000111 1
1776104532.540523,13/04/2026 15:22:12,1156,98,10011000,00011001,0 00011001 1
1776104532.546843,13/04/2026 15:22:12,1157,1E,00011110,01111000,0 01111000 1
1776104532.546952,13/04/2026 15:22:12,1158,18,00011000,00011000,0 00011000 1
1776104532.547008,13/04/2026 15:22:12,1159,06,00000110,01100000,0 01100000 1
1776104532.547060,13/04/2026 15:22:12,1160,FE,11111110,01111111,0 01111111 1
1776104542.559650,13/04/2026 15:22:22,1161,00,00000000,00000000,0 00000000 1
1776104542.559841,13/04/2026 15:22:22,1162,18,00011000,00011000,0 00011000 1
1776104542.559934,13/04/2026 15:22:22,1163,E0,11100000,00000111,0 00000111 1
1776104542.559994,13/04/2026 15:22:22,1164,18,00011000,00011000,0 00011000 1
1776104542.560045,13/04/2026 15:22:22,1165,E0,11100000,00000111,0 00000111 1
1776104542.560094,13/04/2026 15:22:22,1166,98,10011000,00011001,0 00011001 1
1776104542.560142,13/04/2026 15:22:22,1167,E0,11100000,00000111,0 00000111 1
1776104542.560190,13/04/2026 15:22:22,1168,98,10011000,00011001,0 00011001 1
1776104542.560235,13/04/2026 15:22:22,1169,E0,11100000,00000111,0 00000111 1
1776104542.560295,13/04/2026 15:22:22,1170,18,00011000,00011000,0 00011000 1
1776104542.560346,13/04/2026 15:22:22,1171,E0,11100000,00000111,0 00000111 1
1776104542.560388,13/04/2026 15:22:22,1172,18,00011000,00011000,0 00011000 1
1776104542.560432,13/04/2026 15:22:22,1173,E0,11100000,00000111,0 00000111 1
1776104542.560475,13/04/2026 15:22:22,1174,18,00011000,00011000,0 00011000 1
1776104542.560517,13/04/2026 15:22:22,1175,E0,11100000,00000111,0 00000111 1
1776104542.560561,13/04/2026 15:22:22,1176,98,10011000,00011001,0 00011001 1
1776104542.567282,13/04/2026 15:22:22,1177,1E,00011110,01111000,0 01111000 1
1776104542.567398,13/04/2026 15:22:22,1178,18,00011000,00011000,0 00011000 1
1776104542.567455,13/04/2026 15:22:22,1179,06,00000110,01100000,0 01100000 1
1776104542.567507,13/04/2026 15:22:22,1180,FE,11111110,01111111,0 01111111 1
1776104552.580086,13/04/2026 15:22:32,1181,00,00000000,00000000,0 00000000 1
1776104552.580261,13/04/2026 15:22:32,1182,18,00011000,00011000,0 00011000 1
1776104552.580349,13/04/2026 15:22:32,1183,E0,11100000,00000111,0 00000111 1
1776104552.580418,13/04/2026 15:22:32,1184,18,00011000,00011000,0 00011000 1
1776104552.580478,13/04/2026 15:22:32,1185,E0,11100000,00000111,0 00000111 1
1776104552.580538,13/04/2026 15:22:32,1186,98,10011000,00011001,0 00011001 1
1776104552.580595,13/04/2026 15:22:32,1187,E0,11100000,00000111,0 00000111 1
1776104552.580655,13/04/2026 15:22:32,1188,98,10011000,00011001,0 00011001 1
1776104552.580723,13/04/2026 15:22:32,1189,E0,11100000,00000111,0 00000111 1
1776104552.580781,13/04/2026 15:22:32,1190,18,00011000,00011000,0 00011000 1
1776104552.580839,13/04/2026 15:22:32,1191,E0,11100000,00000111,0 00000111 1
1776104552.580894,13/04/2026 15:22:32,1192,18,00011000,00011000,0 00011000 1
1776104552.580948,13/04/2026 15:22:32,1193,E0,11100000,00000111,0 00000111 1
1776104552.580999,13/04/2026 15:22:32,1194,18,00011000,00011000,0 00011000 1
1776104552.581054,13/04/2026 15:22:32,1195,E0,11100000,00000111,0 00000111 1
1776104552.581109,13/04/2026 15:22:32,1196,98,10011000,00011001,0 00011001 1
1776104552.587715,13/04/2026 15:22:32,1197,1E,00011110,01111000,0 01111000 1
1776104552.587849,13/04/2026 15:22:32,1198,18,00011000,00011000,0 00011000 1
1776104552.587915,13/04/2026 15:22:32,1199,06,00000110,01100000,0 01100000 1
1776104552.587969,13/04/2026 15:22:32,1200,FE,11111110,01111111,0 01111111 1
1776104562.600523,13/04/2026 15:22:42,1201,00,00000000,00000000,0 00000000 1
1776104562.600709,13/04/2026 15:22:42,1202,18,00011000,00011000,0 00011000 1
1776104562.600801,13/04/2026 15:22:42,1203,E0,11100000,00000111,0 00000111 1
1776104562.600934,13/04/2026 15:22:42,1204,18,00011000,00011000,0 00011000 1
1776104562.601048,13/04/2026 15:22:42,1205,E0,11100000,00000111,0 00000111 1
1776104562.601148,13/04/2026 15:22:42,1206,98,10011000,00011001,0 00011001 1
1776104562.601224,13/04/2026 15:22:42,1207,E0,11100000,00000111,0 00000111 1
1776104562.601287,13/04/2026 15:22:42,1208,98,10011000,00011001,0 00011001 1
1776104562.601351,13/04/2026 15:22:42,1209,E0,11100000,00000111,0 00000111 1
1776104562.601411,13/04/2026 15:22:42,1210,18,00011000,00011000,0 00011000 1
1776104562.601468,13/04/2026 15:22:42,1211,E0,11100000,00000111,0 00000111 1
1776104562.601522,13/04/2026 15:22:42,1212,18,00011000,00011000,0 00011000 1
1776104562.601580,13/04/2026 15:22:42,1213,E0,11100000,00000111,0 00000111 1
1776104562.601631,13/04/2026 15:22:42,1214,18,00011000,00011000,0 00011000 1
1776104562.601682,13/04/2026 15:22:42,1215,E0,11100000,00000111,0 00000111 1
1776104562.601732,13/04/2026 15:22:42,1216,98,10011000,00011001,0 00011001 1
1776104562.608150,13/04/2026 15:22:42,1217,1E,00011110,01111000,0 01111000 1
1776104562.608257,13/04/2026 15:22:42,1218,18,00011000,00011000,0 00011000 1
1776104562.608312,13/04/2026 15:22:42,1219,06,00000110,01100000,0 01100000 1
1776104562.608364,13/04/2026 15:22:42,1220,FE,11111110,01111111,0 01111111 1
1776104572.620961,13/04/2026 15:22:52,1221,00,00000000,00000000,0 00000000 1
1776104572.621213,13/04/2026 15:22:52,1222,18,00011000,00011000,0 00011000 1
1776104572.621391,13/04/2026 15:22:52,1223,E0,11100000,00000111,0 00000111 1
1776104572.621562,13/04/2026 15:22:52,1224,18,00011000,00011000,0 00011000 1
1776104572.621691,13/04/2026 15:22:52,1225,E0,11100000,00000111,0 00000111 1
1776104572.621777,13/04/2026 15:22:52,1226,98,10011000,00011001,0 00011001 1
1776104572.621845,13/04/2026 15:22:52,1227,E0,11100000,00000111,0 00000111 1
1776104572.621904,13/04/2026 15:22:52,1228,98,10011000,00011001,0 00011001 1
1776104572.621956,13/04/2026 15:22:52,1229,E0,11100000,00000111,0 00000111 1
1776104572.622014,13/04/2026 15:22:52,1230,18,00011000,00011000,0 00011000 1
1776104572.622064,13/04/2026 15:22:52,1231,E0,11100000,00000111,0 00000111 1
1776104572.622112,13/04/2026 15:22:52,1232,18,00011000,00011000,0 00011000 1
1776104572.622160,13/04/2026 15:22:52,1233,E0,11100000,00000111,0 00000111 1
1776104572.622207,13/04/2026 15:22:52,1234,18,00011000,00011000,0 00011000 1
1776104572.622256,13/04/2026 15:22:52,1235,E0,11100000,00000111,0 00000111 1
1776104572.622304,13/04/2026 15:22:52,1236,98,10011000,00011001,0 00011001 1
1776104572.628597,13/04/2026 15:22:52,1237,1E,00011110,01111000,0 01111000 1
1776104572.628709,13/04/2026 15:22:52,1238,18,00011000,00011000,0 00011000 1
1776104572.628762,13/04/2026 15:22:52,1239,06,00000110,01100000,0 01100000 1
1776104572.628812,13/04/2026 15:22:52,1240,FE,11111110,01111111,0 01111111 1
1776104582.641403,13/04/2026 15:23:02,1241,00,00000000,00000000,0 00000000 1
1776104582.641650,13/04/2026 15:23:02,1242,18,00011000,00011000,0 00011000 1
1776104582.641827,13/04/2026 15:23:02,1243,E0,11100000,00000111,0 00000111 1
1776104582.641971,13/04/2026 15:23:02,1244,18,00011000,00011000,0 00011000 1
1776104582.642089,13/04/2026 15:23:02,1245,E0,11100000,00000111,0 00000111 1
1776104582.642172,13/04/2026 15:23:02,1246,98,10011000,00011001,0 00011001 1
1776104582.642240,13/04/2026 15:23:02,1247,E0,11100000,00000111,0 00000111 1
1776104582.642297,13/04/2026 15:23:02,1248,98,10011000,00011001,0 00011001 1
1776104582.642352,13/04/2026 15:23:02,1249,E0,11100000,00000111,0 00000111 1
1776104582.642403,13/04/2026 15:23:02,1250,18,00011000,00011000,0 00011000 1
1776104582.642461,13/04/2026 15:23:02,1251,E0,11100000,00000111,0 00000111 1
1776104582.642509,13/04/2026 15:23:02,1252,18,00011000,00011000,0 00011000 1
1776104582.642558,13/04/2026 15:23:02,1253,E0,11100000,00000111,0 00000111 1
1776104582.642605,13/04/2026 15:23:02,1254,18,00011000,00011000,0 00011000 1
1776104582.642653,13/04/2026 15:23:02,1255,E0,11100000,00000111,0 00000111 1
1776104582.642699,13/04/2026 15:23:02,1256,98,10011000,00011001,0 00011001 1
1776104582.649031,13/04/2026 15:23:02,1257,1E,00011110,01111000,0 01111000 1
1776104582.649141,13/04/2026 15:23:02,1258,18,00011000,00011000,0 00011000 1
1776104582.649194,13/04/2026 15:23:02,1259,06,00000110,01100000,0 01100000 1
1776104582.649243,13/04/2026 15:23:02,1260,FE,11111110,01111111,0 01111111 1
1776104592.661834,13/04/2026 15:23:12,1261,00,00000000,00000000,0 00000000 1
1776104592.662085,13/04/2026 15:23:12,1262,18,00011000,00011000,0 00011000 1
1776104592.662278,13/04/2026 15:23:12,1263,E0,11100000,00000111,0 00000111 1
1776104592.662440,13/04/2026 15:23:12,1264,18,00011000,00011000,0 00011000 1
1776104592.662562,13/04/2026 15:23:12,1265,E0,11100000,00000111,0 00000111 1
1776104592.662649,13/04/2026 15:23:12,1266,98,10011000,00011001,0 00011001 1
1776104592.662712,13/04/2026 15:23:12,1267,E0,11100000,00000111,0 00000111 1
1776104592.662767,13/04/2026 15:23:12,1268,98,10011000,00011001,0 00011001 1
1776104592.662820,13/04/2026 15:23:12,1269,E0,11100000,00000111,0 00000111 1
1776104592.662880,13/04/2026 15:23:12,1270,18,00011000,00011000,0 00011000 1
1776104592.662932,13/04/2026 15:23:12,1271,E0,11100000,00000111,0 00000111 1
1776104592.662979,13/04/2026 15:23:12,1272,18,00011000,00011000,0 00011000 1
1776104592.663028,13/04/2026 15:23:12,1273,E0,11100000,00000111,0 00000111 1
1776104592.663076,13/04/2026 15:23:12,1274,18,00011000,00011000,0 00011000 1
1776104592.663153,13/04/2026 15:23:12,1275,E0,11100000,00000111,0 00000111 1
1776104592.663204,13/04/2026 15:23:12,1276,98,10011000,00011001,0 00011001 1
1776104592.669466,13/04/2026 15:23:12,1277,1E,00011110,01111000,0 01111000 1
1776104592.669574,13/04/2026 15:23:12,1278,18,00011000,00011000,0 00011000 1
1776104592.669628,13/04/2026 15:23:12,1279,06,00000110,01100000,0 01100000 1
1776104592.669679,13/04/2026 15:23:12,1280,FE,11111110,01111111,0 01111111 1
1776104602.682243,13/04/2026 15:23:22,1281,00,00000000,00000000,0 00000000 1
1776104602.682496,13/04/2026 15:23:22,1282,18,00011000,00011000,0 00011000 1
1776104602.682685,13/04/2026 15:23:22,1283,E0,11100000,00000111,0 00000111 1
1776104602.682863,13/04/2026 15:23:22,1284,18,00011000,00011000,0 00011000 1
1776104602.682992,13/04/2026 15:23:22,1285,E0,11100000,00000111,0 00000111 1
1776104602.683084,13/04/2026 15:23:22,1286,98,10011000,00011001,0 00011001 1
1776104602.683156,13/04/2026 15:23:22,1287,E0,11100000,00000111,0 00000111 1
1776104602.683218,13/04/2026 15:23:22,1288,98,10011000,00011001,0 00011001 1
1776104602.683278,13/04/2026 15:23:22,1289,E0,11100000,00000111,0 00000111 1
1776104602.683336,13/04/2026 15:23:22,1290,18,00011000,00011000,0 00011000 1
1776104602.683387,13/04/2026 15:23:22,1291,E0,11100000,00000111,0 00000111 1
1776104602.683438,13/04/2026 15:23:22,1292,18,00011000,00011000,0 00011000 1
1776104602.683489,13/04/2026 15:23:22,1293,E0,11100000,00000111,0 00000111 1
1776104602.683539,13/04/2026 15:23:22,1294,18,00011000,00011000,0 00011000 1
1776104602.683590,13/04/2026 15:23:22,1295,E0,11100000,00000111,0 00000111 1
1776104602.683640,13/04/2026 15:23:22,1296,98,10011000,00011001,0 00011001 1
1776104602.689871,13/04/2026 15:23:22,1297,1E,00011110,01111000,0 01111000 1
1776104602.689983,13/04/2026 15:23:22,1298,18,00011000,00011000,0 00011000 1
1776104602.690039,13/04/2026 15:23:22,1299,06,00000110,01100000,0 01100000 1
1776104602.690093,13/04/2026 15:23:22,1300,FE,11111110,01111111,0 01111111 1
1776104612.702653,13/04/2026 15:23:32,1301,00,00000000,00000000,0 00000000 1
1776104612.702901,13/04/2026 15:23:32,1302,18,00011000,00011000,0 00011000 1
1776104612.703072,13/04/2026 15:23:32,1303,E0,11100000,00000111,0 00000111 1
1776104612.703233,13/04/2026 15:23:32,1304,18,00011000,00011000,0 00011000 1
1776104612.703363,13/04/2026 15:23:32,1305,E0,11100000,00000111,0 00000111 1
1776104612.703454,13/04/2026 15:23:32,1306,98,10011000,00011001,0 00011001 1
1776104612.703524,13/04/2026 15:23:32,1307,E0,11100000,00000111,0 00000111 1
1776104612.703588,13/04/2026 15:23:32,1308,98,10011000,00011001,0 00011001 1
1776104612.703645,13/04/2026 15:23:32,1309,E0,11100000,00000111,0 00000111 1
1776104612.703706,13/04/2026 15:23:32,1310,18,00011000,00011000,0 00011000 1
1776104612.703761,13/04/2026 15:23:32,1311,E0,11100000,00000111,0 00000111 1
1776104612.703832,13/04/2026 15:23:32,1312,18,00011000,00011000,0 00011000 1
1776104612.703889,13/04/2026 15:23:32,1313,E0,11100000,00000111,0 00000111 1
1776104612.703940,13/04/2026 15:23:32,1314,18,00011000,00011000,0 00011000 1
1776104612.703991,13/04/2026 15:23:32,1315,E0,11100000,00000111,0 00000111 1
1776104612.704042,13/04/2026 15:23:32,1316,98,10011000,00011001,0 00011001 1
1776104612.710284,13/04/2026 15:23:32,1317,1E,00011110,01111000,0 01111000 1
1776104612.710393,13/04/2026 15:23:32,1318,18,00011000,00011000,0 00011000 1
1776104612.710448,13/04/2026 15:23:32,1319,06,00000110,01100000,0 01100000 1
1776104612.710501,13/04/2026 15:23:32,1320,FE,11111110,01111111,0 01111111 1
1776104622.723061,13/04/2026 15:23:42,1321,00,00000000,00000000,0 00000000 1
1776104622.723315,13/04/2026 15:23:42,1322,18,00011000,00011000,0 00011000 1
1776104622.723490,13/04/2026 15:23:42,1323,E0,11100000,00000111,0 00000111 1
1776104622.723644,13/04/2026 15:23:42,1324,18,00011000,00011000,0 00011000 1
1776104622.723778,13/04/2026 15:23:42,1325,E0,11100000,00000111,0 00000111 1
1776104622.723897,13/04/2026 15:23:42,1326,98,10011000,00011001,0 00011001 1
1776104622.723976,13/04/2026 15:23:42,1327,E0,11100000,00000111,0 00000111 1
1776104622.724038,13/04/2026 15:23:42,1328,98,10011000,00011001,0 00011001 1
1776104622.724097,13/04/2026 15:23:42,1329,E0,11100000,00000111,0 00000111 1
1776104622.724154,13/04/2026 15:23:42,1330,18,00011000,00011000,0 00011000 1
1776104622.724203,13/04/2026 15:23:42,1331,E0,11100000,00000111,0 00000111 1
1776104622.724251,13/04/2026 15:23:42,1332,18,00011000,00011000,0 00011000 1
1776104622.724299,13/04/2026 15:23:42,1333,E0,11100000,00000111,0 00000111 1
1776104622.724347,13/04/2026 15:23:42,1334,18,00011000,00011000,0 00011000 1
1776104622.724396,13/04/2026 15:23:42,1335,E0,11100000,00000111,0 00000111 1
1776104622.724445,13/04/2026 15:23:42,1336,98,10011000,00011001,0 00011001 1
1776104622.730699,13/04/2026 15:23:42,1337,1E,00011110,01111000,0 01111000 1
1776104622.730807,13/04/2026 15:23:42,1338,18,00011000,00011000,0 00011000 1
1776104622.730861,13/04/2026 15:23:42,1339,06,00000110,01100000,0 01100000 1
1776104622.730912,13/04/2026 15:23:42,1340,FE,11111110,01111111,0 01111111 1
1776104632.743477,13/04/2026 15:23:52,1341,00,00000000,00000000,0 00000000 1
1776104632.743723,13/04/2026 15:23:52,1342,18,00011000,00011000,0 00011000 1
1776104632.743905,13/04/2026 15:23:52,1343,E0,11100000,00000111,0 00000111 1
1776104632.744050,13/04/2026 15:23:52,1344,18,00011000,00011000,0 00011000 1
1776104632.744172,13/04/2026 15:23:52,1345,E0,11100000,00000111,0 00000111 1
1776104632.744260,13/04/2026 15:23:52,1346,98,10011000,00011001,0 00011001 1
1776104632.744333,13/04/2026 15:23:52,1347,E0,11100000,00000111,0 00000111 1
1776104632.744392,13/04/2026 15:23:52,1348,98,10011000,00011001,0 00011001 1
1776104632.744448,13/04/2026 15:23:52,1349,E0,11100000,00000111,0 00000111 1
1776104632.744498,13/04/2026 15:23:52,1350,18,00011000,00011000,0 00011000 1
1776104632.744546,13/04/2026 15:23:52,1351,E0,11100000,00000111,0 00000111 1
1776104632.744594,13/04/2026 15:23:52,1352,18,00011000,00011000,0 00011000 1
1776104632.744643,13/04/2026 15:23:52,1353,E0,11100000,00000111,0 00000111 1
1776104632.744698,13/04/2026 15:23:52,1354,18,00011000,00011000,0 00011000 1
1776104632.744749,13/04/2026 15:23:52,1355,E0,11100000,00000111,0 00000111 1
1776104632.744797,13/04/2026 15:23:52,1356,98,10011000,00011001,0 00011001 1
1776104632.751108,13/04/2026 15:23:52,1357,1E,00011110,01111000,0 01111000 1
1776104632.751220,13/04/2026 15:23:52,1358,18,00011000,00011000,0 00011000 1
1776104632.751273,13/04/2026 15:23:52,1359,06,00000110,01100000,0 01100000 1
1776104632.751324,13/04/2026 15:23:52,1360,FE,11111110,01111111,0 01111111 1
1776104642.763891,13/04/2026 15:24:02,1361,00,00000000,00000000,0 00000000 1
1776104642.764146,13/04/2026 15:24:02,1362,18,00011000,00011000,0 00011000 1
1776104642.764336,13/04/2026 15:24:02,1363,E0,11100000,00000111,0 00000111 1
1776104642.764496,13/04/2026 15:24:02,1364,18,00011000,00011000,0 00011000 1
1776104642.764631,13/04/2026 15:24:02,1365,E0,11100000,00000111,0 00000111 1
1776104642.764721,13/04/2026 15:24:02,1366,98,10011000,00011001,0 00011001 1
1776104642.764790,13/04/2026 15:24:02,1367,E0,11100000,00000111,0 00000111 1
