timestamp_epoch,timestamp_data_hora,seq,byte_hex,byte_bin_msb,byte_bin_lsb_temporal,uart_frame_reconstruido
1776105344.194039,13/04/2026 15:35:44,2770,18,00011000,00011000,0 00011000 1
1776105344.194084,13/04/2026 15:35:44,2771,E0,11100000,00000111,0 00000111 1
1776105344.194125,13/04/2026 15:35:44,2772,18,00011000,00011000,0 00011000 1
1776105344.194167,13/04/2026 15:35:44,2773,E0,11100000,00000111,0 00000111 1
1776105344.194211,13/04/2026 15:35:44,2774,18,00011000,00011000,0 00011000 1
1776105344.194254,13/04/2026 15:35:44,2775,E0,11100000,00000111,0 00000111 1
1776105344.194295,13/04/2026 15:35:44,2776,98,10011000,00011001,0 00011001 1
1776105344.203362,13/04/2026 15:35:44,2777,1E,00011110,01111000,0 01111000 1
1776105344.203493,13/04/2026 15:35:44,2778,18,00011000,00011000,0 00011000 1
1776105344.203586,13/04/2026 15:35:44,2779,06,00000110,01100000,0 01100000 1
1776105344.203672,13/04/2026 15:35:44,2780,FE,11111110,01111111,0 01111111 1
1776105354.213938,13/04/2026 15:35:54,2781,00,00000000,00000000,0 00000000 1
1776105354.214123,13/04/2026 15:35:54,2782,18,00011000,00011000,0 00011000 1
1776105354.214200,13/04/2026 15:35:54,2783,E0,11100000,00000111,0 00000111 1
1776105354.214269,13/04/2026 15:35:54,2784,18,00011000,00011000,0 00011000 1
1776105354.214332,13/04/2026 15:35:54,2785,E0,11100000,00000111,0 00000111 1
1776105354.214395,13/04/2026 15:35:54,2786,98,10011000,00011001,0 00011001 1
1776105354.214455,13/04/2026 15:35:54,2787,E0,11100000,00000111,0 00000111 1
1776105354.214517,13/04/2026 15:35:54,2788,98,10011000,00011001,0 00011001 1
1776105354.214583,13/04/2026 15:35:54,2789,E0,11100000,00000111,0 00000111 1
1776105354.214641,13/04/2026 15:35:54,2790,18,00011000,00011000,0 00011000 1
1776105354.214701,13/04/2026 15:35:54,2791,E0,11100000,00000111,0 00000111 1
1776105354.214760,13/04/2026 15:35:54,2792,18,00011000,00011000,0 00011000 1
1776105354.214818,13/04/2026 15:35:54,2793,E0,11100000,00000111,0 00000111 1
1776105354.214873,13/04/2026 15:35:54,2794,18,00011000,00011000,0 00011000 1
1776105354.214926,13/04/2026 15:35:54,2795,E0,11100000,00000111,0 00000111 1
1776105354.214985,13/04/2026 15:35:54,2796,98,10011000,00011001,0 00011001 1
1776105354.223142,13/04/2026 15:35:54,2797,1E,00011110,01111000,0 01111000 1
1776105354.223267,13/04/2026 15:35:54,2798,18,00011000,00011000,0 00011000 1
1776105354.223346,13/04/2026 15:35:54,2799,06,00000110,01100000,0 01100000 1
1776105354.223422,13/04/2026 15:35:54,2800,FE,11111110,01111111,0 01111111 1
1776105364.234349,13/04/2026 15:36:04,2801,00,00000000,00000000,0 00000000 1
1776105364.234527,13/04/2026 15:36:04,2802,18,00011000,00011000,0 00011000 1
1776105364.234605,13/04/2026 15:36:04,2803,E0,11100000,00000111,0 00000111 1
1776105364.234670,13/04/2026 15:36:04,2804,18,00011000,00011000,0 00011000 1
1776105364.234730,13/04/2026 15:36:04,2805,E0,11100000,00000111,0 00000111 1
1776105364.234790,13/04/2026 15:36:04,2806,98,10011000,00011001,0 00011001 1
1776105364.234850,13/04/2026 15:36:04,2807,E0,11100000,00000111,0 00000111 1
1776105364.234911,13/04/2026 15:36:04,2808,98,10011000,00011001,0 00011001 1
1776105364.234977,13/04/2026 15:36:04,2809,E0,11100000,00000111,0 00000111 1
1776105364.235039,13/04/2026 15:36:04,2810,18,00011000,00011000,0 00011000 1
1776105364.235100,13/04/2026 15:36:04,2811,E0,11100000,00000111,0 00000111 1
1776105364.235157,13/04/2026 15:36:04,2812,18,00011000,00011000,0 00011000 1
1776105364.235215,13/04/2026 15:36:04,2813,E0,11100000,00000111,0 00000111 1
1776105364.235271,13/04/2026 15:36:04,2814,18,00011000,00011000,0 00011000 1
1776105364.235323,13/04/2026 15:36:04,2815,E0,11100000,00000111,0 00000111 1
1776105364.235379,13/04/2026 15:36:04,2816,98,10011000,00011001,0 00011001 1
1776105364.241994,13/04/2026 15:36:04,2817,1E,00011110,01111000,0 01111000 1
1776105364.242098,13/04/2026 15:36:04,2818,18,00011000,00011000,0 00011000 1
1776105364.242151,13/04/2026 15:36:04,2819,06,00000110,01100000,0 01100000 1
1776105364.242203,13/04/2026 15:36:04,2820,FE,11111110,01111111,0 01111111 1
1776105374.254776,13/04/2026 15:36:14,2821,00,00000000,00000000,0 00000000 1
1776105374.255057,13/04/2026 15:36:14,2822,18,00011000,00011000,0 00011000 1
1776105374.257996,13/04/2026 15:36:14,2823,E0,11100000,00000111,0 00000111 1
1776105374.258257,13/04/2026 15:36:14,2824,18,00011000,00011000,0 00011000 1
1776105374.258413,13/04/2026 15:36:14,2825,E0,11100000,00000111,0 00000111 1
1776105374.258548,13/04/2026 15:36:14,2826,98,10011000,00011001,0 00011001 1
1776105374.258720,13/04/2026 15:36:14,2827,E0,11100000,00000111,0 00000111 1
1776105374.258847,13/04/2026 15:36:14,2828,98,10011000,00011001,0 00011001 1
1776105374.258949,13/04/2026 15:36:14,2829,E0,11100000,00000111,0 00000111 1
1776105374.259045,13/04/2026 15:36:14,2830,18,00011000,00011000,0 00011000 1
1776105374.259198,13/04/2026 15:36:14,2831,E0,11100000,00000111,0 00000111 1
1776105374.259265,13/04/2026 15:36:14,2832,18,00011000,00011000,0 00011000 1
1776105374.259372,13/04/2026 15:36:14,2833,E0,11100000,00000111,0 00000111 1
1776105374.259471,13/04/2026 15:36:14,2834,18,00011000,00011000,0 00011000 1
1776105374.259566,13/04/2026 15:36:14,2835,E0,11100000,00000111,0 00000111 1
1776105374.259677,13/04/2026 15:36:14,2836,98,10011000,00011001,0 00011001 1
1776105374.262412,13/04/2026 15:36:14,2837,1E,00011110,01111000,0 01111000 1
1776105374.262506,13/04/2026 15:36:14,2838,18,00011000,00011000,0 00011000 1
1776105374.262560,13/04/2026 15:36:14,2839,06,00000110,01100000,0 01100000 1
1776105374.262613,13/04/2026 15:36:14,2840,FE,11111110,01111111,0 01111111 1
1776105384.275203,13/04/2026 15:36:24,2841,00,00000000,00000000,0 00000000 1
1776105384.275371,13/04/2026 15:36:24,2842,18,00011000,00011000,0 00011000 1
1776105384.275430,13/04/2026 15:36:24,2843,E0,11100000,00000111,0 00000111 1
1776105384.275478,13/04/2026 15:36:24,2844,18,00011000,00011000,0 00011000 1
1776105384.275522,13/04/2026 15:36:24,2845,E0,11100000,00000111,0 00000111 1
1776105384.275567,13/04/2026 15:36:24,2846,98,10011000,00011001,0 00011001 1
1776105384.275611,13/04/2026 15:36:24,2847,E0,11100000,00000111,0 00000111 1
1776105384.275652,13/04/2026 15:36:24,2848,98,10011000,00011001,0 00011001 1
1776105384.275693,13/04/2026 15:36:24,2849,E0,11100000,00000111,0 00000111 1
1776105384.275743,13/04/2026 15:36:24,2850,18,00011000,00011000,0 00011000 1
1776105384.275802,13/04/2026 15:36:24,2851,E0,11100000,00000111,0 00000111 1
1776105384.275860,13/04/2026 15:36:24,2852,18,00011000,00011000,0 00011000 1
1776105384.275906,13/04/2026 15:36:24,2853,E0,11100000,00000111,0 00000111 1
1776105384.275947,13/04/2026 15:36:24,2854,18,00011000,00011000,0 00011000 1
1776105384.275989,13/04/2026 15:36:24,2855,E0,11100000,00000111,0 00000111 1
1776105384.276029,13/04/2026 15:36:24,2856,98,10011000,00011001,0 00011001 1
1776105384.282852,13/04/2026 15:36:24,2857,1E,00011110,01111000,0 01111000 1
1776105384.282964,13/04/2026 15:36:24,2858,18,00011000,00011000,0 00011000 1
1776105384.283018,13/04/2026 15:36:24,2859,06,00000110,01100000,0 01100000 1
1776105384.283068,13/04/2026 15:36:24,2860,FE,11111110,01111111,0 01111111 1
1776105394.295634,13/04/2026 15:36:34,2861,00,00000000,00000000,0 00000000 1
1776105394.295836,13/04/2026 15:36:34,2862,18,00011000,00011000,0 00011000 1
1776105394.295924,13/04/2026 15:36:34,2863,E0,11100000,00000111,0 00000111 1
1776105394.295993,13/04/2026 15:36:34,2864,18,00011000,00011000,0 00011000 1
1776105394.296058,13/04/2026 15:36:34,2865,E0,11100000,00000111,0 00000111 1
1776105394.296119,13/04/2026 15:36:34,2866,98,10011000,00011001,0 00011001 1
1776105394.296178,13/04/2026 15:36:34,2867,E0,11100000,00000111,0 00000111 1
1776105394.296242,13/04/2026 15:36:34,2868,98,10011000,00011001,0 00011001 1
1776105394.296309,13/04/2026 15:36:34,2869,E0,11100000,00000111,0 00000111 1
1776105394.296367,13/04/2026 15:36:34,2870,18,00011000,00011000,0 00011000 1
1776105394.296429,13/04/2026 15:36:34,2871,E0,11100000,00000111,0 00000111 1
1776105394.296486,13/04/2026 15:36:34,2872,18,00011000,00011000,0 00011000 1
1776105394.296544,13/04/2026 15:36:34,2873,E0,11100000,00000111,0 00000111 1
1776105394.296600,13/04/2026 15:36:34,2874,18,00011000,00011000,0 00011000 1
1776105394.296660,13/04/2026 15:36:34,2875,E0,11100000,00000111,0 00000111 1
1776105394.296721,13/04/2026 15:36:34,2876,98,10011000,00011001,0 00011001 1
1776105394.303321,13/04/2026 15:36:34,2877,1E,00011110,01111000,0 01111000 1
1776105394.303421,13/04/2026 15:36:34,2878,18,00011000,00011000,0 00011000 1
1776105394.303475,13/04/2026 15:36:34,2879,06,00000110,01100000,0 01100000 1
1776105394.303526,13/04/2026 15:36:34,2880,FE,11111110,01111111,0 01111111 1
1776105404.316070,13/04/2026 15:36:44,2881,00,00000000,00000000,0 00000000 1
1776105404.316235,13/04/2026 15:36:44,2882,18,00011000,00011000,0 00011000 1
1776105404.316293,13/04/2026 15:36:44,2883,E0,11100000,00000111,0 00000111 1
1776105404.316343,13/04/2026 15:36:44,2884,18,00011000,00011000,0 00011000 1
1776105404.316388,13/04/2026 15:36:44,2885,E0,11100000,00000111,0 00000111 1
1776105404.316433,13/04/2026 15:36:44,2886,98,10011000,00011001,0 00011001 1
1776105404.316478,13/04/2026 15:36:44,2887,E0,11100000,00000111,0 00000111 1
1776105404.316519,13/04/2026 15:36:44,2888,98,10011000,00011001,0 00011001 1
1776105404.316561,13/04/2026 15:36:44,2889,E0,11100000,00000111,0 00000111 1
1776105404.316604,13/04/2026 15:36:44,2890,18,00011000,00011000,0 00011000 1
1776105404.316651,13/04/2026 15:36:44,2891,E0,11100000,00000111,0 00000111 1
1776105404.316694,13/04/2026 15:36:44,2892,18,00011000,00011000,0 00011000 1
1776105404.316736,13/04/2026 15:36:44,2893,E0,11100000,00000111,0 00000111 1
1776105404.316777,13/04/2026 15:36:44,2894,18,00011000,00011000,0 00011000 1
1776105404.316819,13/04/2026 15:36:44,2895,E0,11100000,00000111,0 00000111 1
1776105404.316861,13/04/2026 15:36:44,2896,98,10011000,00011001,0 00011001 1
1776105404.323714,13/04/2026 15:36:44,2897,1E,00011110,01111000,0 01111000 1
1776105404.323868,13/04/2026 15:36:44,2898,18,00011000,00011000,0 00011000 1
1776105404.323929,13/04/2026 15:36:44,2899,06,00000110,01100000,0 01100000 1
1776105404.323984,13/04/2026 15:36:44,2900,FE,11111110,01111111,0 01111111 1
1776105414.336498,13/04/2026 15:36:54,2901,00,00000000,00000000,0 00000000 1
1776105414.336667,13/04/2026 15:36:54,2902,18,00011000,00011000,0 00011000 1
1776105414.336729,13/04/2026 15:36:54,2903,E0,11100000,00000111,0 00000111 1
1776105414.336774,13/04/2026 15:36:54,2904,18,00011000,00011000,0 00011000 1
1776105414.336816,13/04/2026 15:36:54,2905,E0,11100000,00000111,0 00000111 1
1776105414.336856,13/04/2026 15:36:54,2906,98,10011000,00011001,0 00011001 1
1776105414.336897,13/04/2026 15:36:54,2907,E0,11100000,00000111,0 00000111 1
1776105414.336936,13/04/2026 15:36:54,2908,98,10011000,00011001,0 00011001 1
1776105414.336974,13/04/2026 15:36:54,2909,E0,11100000,00000111,0 00000111 1
1776105414.337012,13/04/2026 15:36:54,2910,18,00011000,00011000,0 00011000 1
1776105414.337053,13/04/2026 15:36:54,2911,E0,11100000,00000111,0 00000111 1
1776105414.337094,13/04/2026 15:36:54,2912,18,00011000,00011000,0 00011000 1
1776105414.337132,13/04/2026 15:36:54,2913,E0,11100000,00000111,0 00000111 1
1776105414.337171,13/04/2026 15:36:54,2914,18,00011000,00011000,0 00011000 1
1776105414.337211,13/04/2026 15:36:54,2915,E0,11100000,00000111,0 00000111 1
1776105414.337250,13/04/2026 15:36:54,2916,98,10011000,00011001,0 00011001 1
1776105414.346330,13/04/2026 15:36:54,2917,1E,00011110,01111000,0 01111000 1
1776105414.346459,13/04/2026 15:36:54,2918,18,00011000,00011000,0 00011000 1
1776105414.346545,13/04/2026 15:36:54,2919,06,00000110,01100000,0 01100000 1
1776105414.346617,13/04/2026 15:36:54,2920,FE,11111110,01111111,0 01111111 1
1776105424.356925,13/04/2026 15:37:04,2921,00,00000000,00000000,0 00000000 1
1776105424.357109,13/04/2026 15:37:04,2922,18,00011000,00011000,0 00011000 1
1776105424.357188,13/04/2026 15:37:04,2923,E0,11100000,00000111,0 00000111 1
1776105424.357253,13/04/2026 15:37:04,2924,18,00011000,00011000,0 00011000 1
1776105424.357314,13/04/2026 15:37:04,2925,E0,11100000,00000111,0 00000111 1
1776105424.357376,13/04/2026 15:37:04,2926,98,10011000,00011001,0 00011001 1
1776105424.357437,13/04/2026 15:37:04,2927,E0,11100000,00000111,0 00000111 1
1776105424.357502,13/04/2026 15:37:04,2928,98,10011000,00011001,0 00011001 1
1776105424.357570,13/04/2026 15:37:04,2929,E0,11100000,00000111,0 00000111 1
1776105424.357629,13/04/2026 15:37:04,2930,18,00011000,00011000,0 00011000 1
1776105424.357688,13/04/2026 15:37:04,2931,E0,11100000,00000111,0 00000111 1
1776105424.357746,13/04/2026 15:37:04,2932,18,00011000,00011000,0 00011000 1
1776105424.357806,13/04/2026 15:37:04,2933,E0,11100000,00000111,0 00000111 1
1776105424.357861,13/04/2026 15:37:04,2934,18,00011000,00011000,0 00011000 1
1776105424.357913,13/04/2026 15:37:04,2935,E0,11100000,00000111,0 00000111 1
1776105424.357971,13/04/2026 15:37:04,2936,98,10011000,00011001,0 00011001 1
1776105424.366210,13/04/2026 15:37:04,2937,1E,00011110,01111000,0 01111000 1
1776105424.366349,13/04/2026 15:37:04,2938,18,00011000,00011000,0 00011000 1
1776105424.366440,13/04/2026 15:37:04,2939,06,00000110,01100000,0 01100000 1
1776105424.366525,13/04/2026 15:37:04,2940,FE,11111110,01111111,0 01111111 1
1776105434.377362,13/04/2026 15:37:14,2941,00,00000000,00000000,0 00000000 1
1776105434.377542,13/04/2026 15:37:14,2942,18,00011000,00011000,0 00011000 1
1776105434.377603,13/04/2026 15:37:14,2943,E0,11100000,00000111,0 00000111 1
1776105434.377649,13/04/2026 15:37:14,2944,18,00011000,00011000,0 00011000 1
1776105434.377690,13/04/2026 15:37:14,2945,E0,11100000,00000111,0 00000111 1
1776105434.377733,13/04/2026 15:37:14,2946,98,10011000,00011001,0 00011001 1
1776105434.377775,13/04/2026 15:37:14,2947,E0,11100000,00000111,0 00000111 1
1776105434.377816,13/04/2026 15:37:14,2948,98,10011000,00011001,0 00011001 1
1776105434.377856,13/04/2026 15:37:14,2949,E0,11100000,00000111,0 00000111 1
1776105434.377898,13/04/2026 15:37:14,2950,18,00011000,00011000,0 00011000 1
1776105434.377939,13/04/2026 15:37:14,2951,E0,11100000,00000111,0 00000111 1
1776105434.377980,13/04/2026 15:37:14,2952,18,00011000,00011000,0 00011000 1
1776105434.378021,13/04/2026 15:37:14,2953,E0,11100000,00000111,0 00000111 1
1776105434.378066,13/04/2026 15:37:14,2954,18,00011000,00011000,0 00011000 1
1776105434.378146,13/04/2026 15:37:14,2955,E0,11100000,00000111,0 00000111 1
1776105434.378190,13/04/2026 15:37:14,2956,98,10011000,00011001,0 00011001 1
1776105434.387851,13/04/2026 15:37:14,2957,1E,00011110,01111000,0 01111000 1
1776105434.387987,13/04/2026 15:37:14,2958,18,00011000,00011000,0 00011000 1
1776105434.388046,13/04/2026 15:37:14,2959,06,00000110,01100000,0 01100000 1
1776105434.388098,13/04/2026 15:37:14,2960,FE,11111110,01111111,0 01111111 1
1776105444.397783,13/04/2026 15:37:24,2961,00,00000000,00000000,0 00000000 1
1776105444.397950,13/04/2026 15:37:24,2962,18,00011000,00011000,0 00011000 1
1776105444.398011,13/04/2026 15:37:24,2963,E0,11100000,00000111,0 00000111 1
1776105444.398060,13/04/2026 15:37:24,2964,18,00011000,00011000,0 00011000 1
1776105444.398151,13/04/2026 15:37:24,2965,E0,11100000,00000111,0 00000111 1
1776105444.398232,13/04/2026 15:37:24,2966,98,10011000,00011001,0 00011001 1
1776105444.398302,13/04/2026 15:37:24,2967,E0,11100000,00000111,0 00000111 1
1776105444.398367,13/04/2026 15:37:24,2968,98,10011000,00011001,0 00011001 1
1776105444.398442,13/04/2026 15:37:24,2969,E0,11100000,00000111,0 00000111 1
1776105444.398504,13/04/2026 15:37:24,2970,18,00011000,00011000,0 00011000 1
1776105444.398567,13/04/2026 15:37:24,2971,E0,11100000,00000111,0 00000111 1
1776105444.398630,13/04/2026 15:37:24,2972,18,00011000,00011000,0 00011000 1
1776105444.398690,13/04/2026 15:37:24,2973,E0,11100000,00000111,0 00000111 1
1776105444.398751,13/04/2026 15:37:24,2974,18,00011000,00011000,0 00011000 1
1776105444.398806,13/04/2026 15:37:24,2975,E0,11100000,00000111,0 00000111 1
1776105444.398857,13/04/2026 15:37:24,2976,98,10011000,00011001,0 00011001 1
1776105444.407216,13/04/2026 15:37:24,2977,1E,00011110,01111000,0 01111000 1
1776105444.407369,13/04/2026 15:37:24,2978,18,00011000,00011000,0 00011000 1
1776105444.407463,13/04/2026 15:37:24,2979,06,00000110,01100000,0 01100000 1
1776105444.407538,13/04/2026 15:37:24,2980,FE,11111110,01111111,0 01111111 1
1776105454.418205,13/04/2026 15:37:34,2981,00,00000000,00000000,0 00000000 1
1776105454.418370,13/04/2026 15:37:34,2982,18,00011000,00011000,0 00011000 1
1776105454.418423,13/04/2026 15:37:34,2983,E0,11100000,00000111,0 00000111 1
1776105454.418471,13/04/2026 15:37:34,2984,18,00011000,00011000,0 00011000 1
1776105454.418515,13/04/2026 15:37:34,2985,E0,11100000,00000111,0 00000111 1
1776105454.418557,13/04/2026 15:37:34,2986,98,10011000,00011001,0 00011001 1
1776105454.418598,13/04/2026 15:37:34,2987,E0,11100000,00000111,0 00000111 1
1776105454.418638,13/04/2026 15:37:34,2988,98,10011000,00011001,0 00011001 1
1776105454.418678,13/04/2026 15:37:34,2989,E0,11100000,00000111,0 00000111 1
1776105454.418717,13/04/2026 15:37:34,2990,18,00011000,00011000,0 00011000 1
1776105454.418757,13/04/2026 15:37:34,2991,E0,11100000,00000111,0 00000111 1
1776105454.418796,13/04/2026 15:37:34,2992,18,00011000,00011000,0 00011000 1
1776105454.418835,13/04/2026 15:37:34,2993,E0,11100000,00000111,0 00000111 1
1776105454.418874,13/04/2026 15:37:34,2994,18,00011000,00011000,0 00011000 1
1776105454.418914,13/04/2026 15:37:34,2995,E0,11100000,00000111,0 00000111 1
1776105454.418954,13/04/2026 15:37:34,2996,98,10011000,00011001,0 00011001 1
1776105454.425864,13/04/2026 15:37:34,2997,1E,00011110,01111000,0 01111000 1
1776105454.426099,13/04/2026 15:37:34,2998,18,00011000,00011000,0 00011000 1
1776105454.426228,13/04/2026 15:37:34,2999,06,00000110,01100000,0 01100000 1
1776105454.426323,13/04/2026 15:37:34,3000,FE,11111110,01111111,0 01111111 1
1776105464.438636,13/04/2026 15:37:44,3001,00,00000000,00000000,0 00000000 1
1776105464.438882,13/04/2026 15:37:44,3002,18,00011000,00011000,0 00011000 1
1776105464.439024,13/04/2026 15:37:44,3003,E0,11100000,00000111,0 00000111 1
1776105464.439160,13/04/2026 15:37:44,3004,18,00011000,00011000,0 00011000 1
1776105464.439276,13/04/2026 15:37:44,3005,E0,11100000,00000111,0 00000111 1
1776105464.439368,13/04/2026 15:37:44,3006,98,10011000,00011001,0 00011001 1
1776105464.439437,13/04/2026 15:37:44,3007,E0,11100000,00000111,0 00000111 1
1776105464.439507,13/04/2026 15:37:44,3008,98,10011000,00011001,0 00011001 1
1776105464.439563,13/04/2026 15:37:44,3009,E0,11100000,00000111,0 00000111 1
1776105464.439618,13/04/2026 15:37:44,3010,18,00011000,00011000,0 00011000 1
1776105464.439681,13/04/2026 15:37:44,3011,E0,11100000,00000111,0 00000111 1
1776105464.439732,13/04/2026 15:37:44,3012,18,00011000,00011000,0 00011000 1
1776105464.439780,13/04/2026 15:37:44,3013,E0,11100000,00000111,0 00000111 1
1776105464.439861,13/04/2026 15:37:44,3014,18,00011000,00011000,0 00011000 1
1776105464.439913,13/04/2026 15:37:44,3015,E0,11100000,00000111,0 00000111 1
1776105464.439961,13/04/2026 15:37:44,3016,98,10011000,00011001,0 00011001 1
1776105464.446275,13/04/2026 15:37:44,3017,1E,00011110,01111000,0 01111000 1
1776105464.446381,13/04/2026 15:37:44,3018,18,00011000,00011000,0 00011000 1
1776105464.446433,13/04/2026 15:37:44,3019,06,00000110,01100000,0 01100000 1
1776105464.446482,13/04/2026 15:37:44,3020,FE,11111110,01111111,0 01111111 1
1776105474.459057,13/04/2026 15:37:54,3021,00,00000000,00000000,0 00000000 1
1776105474.459225,13/04/2026 15:37:54,3022,18,00011000,00011000,0 00011000 1
1776105474.459279,13/04/2026 15:37:54,3023,E0,11100000,00000111,0 00000111 1
1776105474.459322,13/04/2026 15:37:54,3024,18,00011000,00011000,0 00011000 1
1776105474.459363,13/04/2026 15:37:54,3025,E0,11100000,00000111,0 00000111 1
1776105474.459403,13/04/2026 15:37:54,3026,98,10011000,00011001,0 00011001 1
1776105474.459444,13/04/2026 15:37:54,3027,E0,11100000,00000111,0 00000111 1
1776105474.459484,13/04/2026 15:37:54,3028,98,10011000,00011001,0 00011001 1
1776105474.459524,13/04/2026 15:37:54,3029,E0,11100000,00000111,0 00000111 1
1776105474.459563,13/04/2026 15:37:54,3030,18,00011000,00011000,0 00011000 1
1776105474.459603,13/04/2026 15:37:54,3031,E0,11100000,00000111,0 00000111 1
1776105474.459642,13/04/2026 15:37:54,3032,18,00011000,00011000,0 00011000 1
1776105474.459681,13/04/2026 15:37:54,3033,E0,11100000,00000111,0 00000111 1
1776105474.459720,13/04/2026 15:37:54,3034,18,00011000,00011000,0 00011000 1
1776105474.459760,13/04/2026 15:37:54,3035,E0,11100000,00000111,0 00000111 1
1776105474.459813,13/04/2026 15:37:54,3036,98,10011000,00011001,0 00011001 1
1776105474.466709,13/04/2026 15:37:54,3037,1E,00011110,01111000,0 01111000 1
1776105474.466838,13/04/2026 15:37:54,3038,18,00011000,00011000,0 00011000 1
1776105474.466889,13/04/2026 15:37:54,3039,06,00000110,01100000,0 01100000 1
1776105474.466937,13/04/2026 15:37:54,3040,FE,11111110,01111111,0 01111111 1
1776105484.479489,13/04/2026 15:38:04,3041,00,00000000,00000000,0 00000000 1
1776105484.479658,13/04/2026 15:38:04,3042,18,00011000,00011000,0 00011000 1
1776105484.479719,13/04/2026 15:38:04,3043,E0,11100000,00000111,0 00000111 1
1776105484.479855,13/04/2026 15:38:04,3044,18,00011000,00011000,0 00011000 1
1776105484.479963,13/04/2026 15:38:04,3045,E0,11100000,00000111,0 00000111 1
1776105484.480050,13/04/2026 15:38:04,3046,98,10011000,00011001,0 00011001 1
1776105484.480131,13/04/2026 15:38:04,3047,E0,11100000,00000111,0 00000111 1
1776105484.480193,13/04/2026 15:38:04,3048,98,10011000,00011001,0 00011001 1
1776105484.480258,13/04/2026 15:38:04,3049,E0,11100000,00000111,0 00000111 1
1776105484.480321,13/04/2026 15:38:04,3050,18,00011000,00011000,0 00011000 1
1776105484.480381,13/04/2026 15:38:04,3051,E0,11100000,00000111,0 00000111 1
1776105484.480438,13/04/2026 15:38:04,3052,18,00011000,00011000,0 00011000 1
1776105484.480492,13/04/2026 15:38:04,3053,E0,11100000,00000111,0 00000111 1
1776105484.480543,13/04/2026 15:38:04,3054,18,00011000,00011000,0 00011000 1
1776105484.480594,13/04/2026 15:38:04,3055,E0,11100000,00000111,0 00000111 1
1776105484.480651,13/04/2026 15:38:04,3056,98,10011000,00011001,0 00011001 1
1776105484.487128,13/04/2026 15:38:04,3057,1E,00011110,01111000,0 01111000 1
1776105484.487238,13/04/2026 15:38:04,3058,18,00011000,00011000,0 00011000 1
1776105484.487292,13/04/2026 15:38:04,3059,06,00000110,01100000,0 01100000 1
1776105484.487349,13/04/2026 15:38:04,3060,FE,11111110,01111111,0 01111111 1
1776105494.499919,13/04/2026 15:38:14,3061,00,00000000,00000000,0 00000000 1
1776105494.500166,13/04/2026 15:38:14,3062,18,00011000,00011000,0 00011000 1
1776105494.500304,13/04/2026 15:38:14,3063,E0,11100000,00000111,0 00000111 1
1776105494.500442,13/04/2026 15:38:14,3064,18,00011000,00011000,0 00011000 1
1776105494.500559,13/04/2026 15:38:14,3065,E0,11100000,00000111,0 00000111 1
1776105494.500638,13/04/2026 15:38:14,3066,98,10011000,00011001,0 00011001 1
1776105494.500696,13/04/2026 15:38:14,3067,E0,11100000,00000111,0 00000111 1
1776105494.500746,13/04/2026 15:38:14,3068,98,10011000,00011001,0 00011001 1
1776105494.500793,13/04/2026 15:38:14,3069,E0,11100000,00000111,0 00000111 1
1776105494.500839,13/04/2026 15:38:14,3070,18,00011000,00011000,0 00011000 1
1776105494.500883,13/04/2026 15:38:14,3071,E0,11100000,00000111,0 00000111 1
1776105494.500926,13/04/2026 15:38:14,3072,18,00011000,00011000,0 00011000 1
1776105494.500976,13/04/2026 15:38:14,3073,E0,11100000,00000111,0 00000111 1
1776105494.501019,13/04/2026 15:38:14,3074,18,00011000,00011000,0 00011000 1
1776105494.501059,13/04/2026 15:38:14,3075,E0,11100000,00000111,0 00000111 1
1776105494.501099,13/04/2026 15:38:14,3076,98,10011000,00011001,0 00011001 1
1776105494.507562,13/04/2026 15:38:14,3077,1E,00011110,01111000,0 01111000 1
1776105494.507669,13/04/2026 15:38:14,3078,18,00011000,00011000,0 00011000 1
1776105494.507724,13/04/2026 15:38:14,3079,06,00000110,01100000,0 01100000 1
1776105494.507776,13/04/2026 15:38:14,3080,FE,11111110,01111111,0 01111111 1
1776105504.520346,13/04/2026 15:38:24,3081,00,00000000,00000000,0 00000000 1
1776105504.520511,13/04/2026 15:38:24,3082,18,00011000,00011000,0 00011000 1
1776105504.520565,13/04/2026 15:38:24,3083,E0,11100000,00000111,0 00000111 1
1776105504.520611,13/04/2026 15:38:24,3084,18,00011000,00011000,0 00011000 1
1776105504.520653,13/04/2026 15:38:24,3085,E0,11100000,00000111,0 00000111 1
1776105504.520695,13/04/2026 15:38:24,3086,98,10011000,00011001,0 00011001 1
1776105504.520737,13/04/2026 15:38:24,3087,E0,11100000,00000111,0 00000111 1
1776105504.520777,13/04/2026 15:38:24,3088,98,10011000,00011001,0 00011001 1
1776105504.520817,13/04/2026 15:38:24,3089,E0,11100000,00000111,0 00000111 1
1776105504.520857,13/04/2026 15:38:24,3090,18,00011000,00011000,0 00011000 1
1776105504.520896,13/04/2026 15:38:24,3091,E0,11100000,00000111,0 00000111 1
1776105504.520936,13/04/2026 15:38:24,3092,18,00011000,00011000,0 00011000 1
1776105504.520975,13/04/2026 15:38:24,3093,E0,11100000,00000111,0 00000111 1
1776105504.521014,13/04/2026 15:38:24,3094,18,00011000,00011000,0 00011000 1
1776105504.521055,13/04/2026 15:38:24,3095,E0,11100000,00000111,0 00000111 1
1776105504.521095,13/04/2026 15:38:24,3096,98,10011000,00011001,0 00011001 1
1776105504.530182,13/04/2026 15:38:24,3097,1E,00011110,01111000,0 01111000 1
